borrower_id,borrower_type,full_name,country_of_residence,city_of_residence,annual_income,annual_revenue,annual_ebit,is_deceased,current_internal_credit_rating,current_external_credit_rating,external_credit_scoring,date_of_birth,incorporation_date,group_id,created_at
480,corporate,Venture 480 PLC,FR,Paris,,28489015.16,3002252.87,false,B,A,495,,2006-08-20,,2026-01-11T08:27:33+00:00
481,individual,Alex Rossi 481,PT,Brussels,161171.33,,,false,BBB,B,332,2000-01-25,,,2024-08-27T00:27:22+00:00
482,individual,Luca Brown 482,NL,Amsterdam,75512.39,,,false,B,BB,792,1983-07-02,,35,2019-07-21T13:17:53+00:00
483,individual,Alex Lopez 483,BE,Dublin,169178.82,,,false,B,AA,687,1977-02-01,,,2020-01-18T10:47:11+00:00
484,individual,Luca Davis 484,NL,Amsterdam,64239.4,,,false,BBB,B,461,1946-02-15,,,2022-12-22T07:43:36+00:00
485,corporate,Nordic 485 SA,ES,Madrid,,29053771.87,5078037.01,false,BBB,BBB,348,,1972-03-20,43,2021-12-26T16:53:21+00:00
486,corporate,Atlas 486 PLC,DE,Berlin,,21790508.36,5927602.12,false,A,B,351,,1989-05-14,,2018-11-20T17:33:33+00:00
487,individual,Alex Davis 487,US,New York,213872.47,,,false,BB,AA,438,1966-06-05,,228,2018-12-11T07:51:56+00:00
488,corporate,Prime 488 SA,GB,London,,29459817.25,2520189.78,false,AA,AAA,472,,1982-04-03,,2019-04-24T18:21:11+00:00
489,corporate,Pinnacle 489 GmbH,IT,Milan,,6545914.8,1016671.29,false,AAA,BBB,472,,2002-10-10,,2018-02-26T12:04:54+00:00
490,individual,Ava Meyer 490,US,New York,37509.39,,,false,BB,A,858,1990-09-08,,,2018-05-28T04:32:20+00:00
491,individual,Maya Garcia 491,IT,Milan,24963.55,,,false,BBB,B,315,1956-05-20,,209,2025-08-15T01:34:11+00:00
492,individual,Noah Garcia 492,US,New York,100352.36,,,false,BBB,AAA,455,1997-12-05,,186,2024-11-17T17:46:26+00:00
493,individual,Maya Brown 493,FR,Paris,61547.08,,,false,BB,AAA,800,1998-09-05,,,2022-01-29T00:23:00+00:00
494,individual,Chris Smith 494,NL,Amsterdam,110772.09,,,false,BB,AA,504,1971-05-17,,,2018-01-02T12:07:13+00:00
495,individual,Maya Johnson 495,FR,Paris,172041.86,,,false,A,BBB,328,1993-03-17,,285,2022-08-31T13:27:36+00:00
496,individual,Alex Meyer 496,BE,Dublin,182580.76,,,false,BB,A,627,1984-01-19,,36,2025-12-22T22:58:40+00:00
497,individual,Maya Johnson 497,ES,Madrid,191375.36,,,false,B,B,679,1987-07-10,,,2024-03-05T04:38:10+00:00
498,corporate,Nordic 498 BV,US,New York,,13651121.35,2588179.96,false,B,AA,831,,1984-10-19,,2021-07-18T23:13:54+00:00
499,corporate,Prime 499 Inc,US,New York,,10796687.56,1448773.78,false,B,AAA,369,,1989-10-13,180,2023-04-01T19:43:57+00:00
500,individual,Alex Garcia 500,US,New York,62233.84,,,false,B,BBB,728,1990-11-23,,,2020-04-30T22:46:43+00:00
501,corporate,Atlas 501 SA,FR,Paris,,23243852.82,5635438.37,false,BB,BBB,289,,2012-05-01,228,2021-02-01T18:26:39+00:00
502,individual,Chris Johnson 502,IE,Lisbon,126073.14,,,false,B,BB,674,1990-09-24,,222,2020-03-26T16:45:59+00:00
503,individual,Ava Brown 503,FR,Paris,84551.52,,,false,A,BB,622,1987-09-15,,53,2025-07-10T02:32:11+00:00
504,individual,Ava Rossi 504,IE,Lisbon,163752.2,,,false,BBB,AA,390,1950-09-29,,,2023-09-26T17:26:49+00:00
505,individual,Chris Anders 505,NL,Amsterdam,55763.53,,,false,B,A,729,1956-02-25,,,2021-03-18T18:13:40+00:00
506,individual,Ava Martin 506,FR,Paris,171348.7,,,false,CCC,A,698,2002-10-03,,,2022-05-05T12:34:15+00:00
507,individual,Chris Smith 507,FR,Paris,103577.2,,,false,BB,BB,445,1978-08-25,,109,2025-08-11T19:29:11+00:00
508,corporate,Aurora 508 Ltd,NL,Amsterdam,,21076184.7,1597959.62,false,BBB,B,703,,1993-11-16,,2023-01-10T21:47:41+00:00
509,individual,Sam Lopez 509,PT,Brussels,146579.96,,,false,B,AAA,784,1986-04-03,,,2019-07-19T08:03:42+00:00
510,corporate,Pinnacle 510 BV,IT,Milan,,33570006.26,2763259.93,false,CCC,AA,434,,1991-01-05,,2022-06-23T17:58:00+00:00
511,corporate,Summit 511 BV,IE,Lisbon,,7864432.76,873617.1,false,BBB,A,487,,2007-11-24,,2024-11-18T02:58:33+00:00
512,individual,Taylor Meyer 512,PT,Brussels,39690.37,,,false,B,B,475,2002-10-25,,,2020-11-11T02:27:09+00:00
513,corporate,Aurora 513 Inc,FR,Paris,,14072066.47,841114.79,false,BBB,BBB,602,,2013-01-31,,2023-01-12T05:56:23+00:00
514,individual,Alex Smith 514,GB,London,166848.63,,,false,B,AA,801,1997-02-20,,210,2020-05-09T05:07:07+00:00
515,individual,Taylor Garcia 515,US,New York,104682.74,,,false,BBB,BBB,708,1957-05-10,,94,2024-01-22T23:32:38+00:00
516,individual,Alex Rossi 516,US,New York,175453.07,,,false,B,A,696,1958-02-01,,254,2019-01-12T09:09:07+00:00
517,individual,Nina Rossi 517,IE,Lisbon,171493.06,,,false,BBB,AAA,669,1963-06-19,,245,2019-07-03T20:02:15+00:00
518,individual,Luca Meyer 518,IT,Milan,100491.63,,,false,BBB,AA,624,1976-09-06,,,2023-02-24T20:15:15+00:00
519,corporate,Prime 519 Ltd,FR,Paris,,3723832.27,837772.09,false,BBB,AA,322,,1973-05-07,200,2023-02-03T12:41:48+00:00
520,corporate,Pinnacle 520 SA,FR,Paris,,22903971.74,1076497.46,false,A,B,470,,1971-03-17,32,2021-02-11T12:47:55+00:00
521,individual,Jordan Rossi 521,DE,Berlin,166861.12,,,false,BBB,A,529,1961-11-05,,15,2024-09-14T20:53:17+00:00
522,corporate,Summit 522 BV,FR,Paris,,28120943.07,4459482.6,false,B,B,624,,1971-10-12,,2020-05-05T20:12:45+00:00
523,individual,Luca Davis 523,FR,Paris,152522.6,,,false,AA,AA,617,1983-04-07,,143,2024-09-18T14:03:42+00:00
524,individual,Maya Meyer 524,ES,Madrid,178808.08,,,true,AA,BBB,337,1992-11-28,,138,2019-04-18T05:47:49+00:00
525,individual,Taylor Garcia 525,FR,Paris,97783.24,,,false,CCC,BBB,309,1995-02-27,,76,2024-11-14T08:39:59+00:00
526,corporate,Atlas 526 BV,IE,Lisbon,,22470758.97,3082362.38,false,A,A,585,,2024-08-31,,2022-05-13T19:33:28+00:00
527,corporate,Summit 527 Ltd,NL,Amsterdam,,33064112.03,5687406.24,false,B,BB,437,,2003-05-03,,2018-08-17T04:00:50+00:00
528,individual,Noah Meyer 528,BE,Dublin,98235.94,,,false,AAA,AA,662,1952-09-07,,,2026-01-17T19:36:20+00:00
529,corporate,Nordic 529 GmbH,US,New York,,4462920.03,1100858.47,false,BB,BB,580,,1998-01-28,,2020-11-01T07:50:25+00:00
530,individual,Maya Rossi 530,NL,Amsterdam,141459.84,,,false,B,BBB,492,2000-10-19,,298,2018-03-31T03:53:36+00:00
531,individual,Alex Meyer 531,GB,London,154442.47,,,false,A,BB,488,1953-07-08,,,2018-07-27T09:19:36+00:00
532,corporate,Prime 532 SA,ES,Madrid,,18177380.98,5047492.36,false,A,AA,733,,2005-01-04,,2021-12-04T11:35:27+00:00
533,individual,Luca Brown 533,ES,Madrid,29587.44,,,false,A,A,818,2002-05-11,,,2021-09-23T01:14:22+00:00
534,corporate,Venture 534 GmbH,IT,Milan,,29602595.13,3517035.53,false,BBB,A,799,,2025-01-29,58,2024-01-31T18:34:25+00:00
535,individual,Luca Johnson 535,BE,Dublin,193159.07,,,false,A,B,483,1987-08-14,,73,2025-02-03T06:23:55+00:00
536,individual,Maya Anders 536,FR,Paris,37174.54,,,false,AA,B,369,1958-12-15,,,2023-01-19T10:35:33+00:00
537,corporate,Prime 537 SA,FR,Paris,,13625156.73,1499117.4,false,BB,AA,520,,1988-08-23,53,2024-02-09T22:51:20+00:00
538,individual,Sam Garcia 538,IE,Lisbon,120382.68,,,false,B,BB,492,1985-11-13,,193,2025-09-11T01:14:36+00:00
539,individual,Taylor Anders 539,IE,Lisbon,58047.07,,,false,B,AA,319,1991-05-12,,,2018-04-26T15:20:05+00:00
540,corporate,Nordic 540 PLC,GB,London,,3829361.92,189844.97,false,BBB,BBB,761,,2010-11-04,238,2023-10-13T12:22:53+00:00
541,corporate,Aurora 541 Inc,PT,Brussels,,31502508.35,4386782.99,false,B,B,537,,1997-10-29,,2020-06-25T23:57:52+00:00
542,corporate,Atlas 542 SA,GB,London,,4798024.71,692007.83,false,BBB,BB,888,,1997-06-11,220,2019-08-21T17:26:20+00:00
543,corporate,Nordic 543 Inc,ES,Madrid,,17405942.23,4269368.91,false,A,BB,425,,2000-05-13,,2020-02-15T02:44:56+00:00
544,individual,Sam Garcia 544,BE,Dublin,59913.58,,,false,BBB,A,740,1965-08-07,,,2019-07-26T01:48:28+00:00
545,individual,Jordan Smith 545,BE,Dublin,30228.63,,,false,BB,BBB,887,1984-10-05,,,2019-12-01T23:28:53+00:00
546,corporate,Pinnacle 546 Ltd,IE,Lisbon,,19837825.24,794303.55,false,AAA,AAA,848,,2010-06-23,,2023-02-08T04:42:06+00:00
547,individual,Taylor Johnson 547,PT,Brussels,98395.28,,,false,CCC,A,665,1966-07-22,,,2023-03-07T06:07:56+00:00
548,individual,Noah Brown 548,US,New York,167727.43,,,false,BB,AAA,785,1979-04-28,,276,2018-09-13T03:59:53+00:00
549,individual,Ava Lopez 549,US,New York,142754.39,,,false,BBB,B,605,1955-03-27,,,2024-06-16T07:50:25+00:00
550,individual,Chris Brown 550,FR,Paris,214133.83,,,false,B,AA,734,1963-08-21,,197,2023-09-13T12:56:28+00:00
551,individual,Jordan Smith 551,ES,Madrid,186597.87,,,false,B,BB,290,1964-10-12,,,2019-08-24T08:32:53+00:00
552,individual,Jordan Meyer 552,DE,Berlin,121494.83,,,false,A,AA,784,1963-01-12,,,2018-01-13T10:24:08+00:00
553,corporate,Venture 553 SA,US,New York,,8429656.25,345730.36,false,BB,AAA,832,,2007-05-08,,2024-04-15T07:21:27+00:00
554,corporate,Venture 554 BV,IE,Lisbon,,30615437.73,3693443.31,false,BB,AA,866,,1999-06-20,148,2019-08-02T01:57:37+00:00
555,individual,Luca Lopez 555,NL,Amsterdam,152241.33,,,false,BBB,BB,352,1946-06-19,,,2021-01-23T12:55:03+00:00
556,corporate,Atlas 556 GmbH,ES,Madrid,,4188225.72,287360.81,false,A,BBB,859,,2019-10-06,41,2020-06-14T09:31:29+00:00
557,individual,Taylor Lopez 557,GB,London,53574.27,,,false,BBB,AA,521,2000-05-11,,283,2018-06-21T09:19:11+00:00
558,corporate,Atlas 558 Inc,FR,Paris,,11901652.85,3327478.25,false,BB,A,811,,1988-05-09,266,2023-12-09T13:19:26+00:00
559,individual,Luca Anders 559,US,New York,176367.22,,,false,CCC,BB,531,1948-06-15,,,2024-06-11T14:35:31+00:00
560,corporate,Nordic 560 Inc,FR,Paris,,14963817.27,888707.98,false,BB,BB,703,,1992-03-23,,2019-03-29T01:47:39+00:00
561,individual,Nina Meyer 561,NL,Amsterdam,139333.4,,,false,AA,B,720,1979-09-11,,,2018-12-14T05:37:44+00:00
562,individual,Luca Martin 562,US,New York,77227.54,,,false,B,BB,631,1956-06-23,,,2021-09-07T01:10:54+00:00
563,individual,Chris Brown 563,GB,London,91645.79,,,false,BB,AAA,454,1971-01-05,,,2022-09-29T03:53:55+00:00
564,corporate,Atlas 564 Ltd,PT,Brussels,,17557402.67,1938940.76,false,A,B,424,,1992-03-13,,2018-06-25T01:54:55+00:00
565,individual,Taylor Davis 565,GB,London,173433.61,,,false,CCC,B,900,1981-01-18,,1,2019-03-12T05:14:09+00:00
566,corporate,Venture 566 BV,FR,Paris,,498446.97,135966.64,false,CCC,AAA,380,,2016-08-26,160,2020-05-26T02:48:43+00:00
567,individual,Maya Johnson 567,IT,Milan,216665.21,,,false,BB,A,548,1975-01-28,,,2022-06-24T23:57:54+00:00
568,corporate,Aurora 568 SA,US,New York,,32925628.84,5107851.1,false,A,BB,713,,1985-10-01,28,2025-07-21T04:20:52+00:00
569,individual,Noah Brown 569,US,New York,181422.8,,,false,AA,AA,498,1957-06-11,,,2020-10-02T15:02:45+00:00
570,individual,Sam Brown 570,NL,Amsterdam,72109.11,,,false,A,B,323,1991-11-04,,,2018-06-09T02:07:32+00:00
571,corporate,Summit 571 PLC,GB,London,,30720695.6,1065315.68,false,BB,AAA,316,,2013-11-16,113,2019-02-21T16:40:29+00:00
572,individual,Taylor Rossi 572,ES,Madrid,157635.83,,,false,BB,AAA,452,1951-04-18,,,2024-11-01T02:35:08+00:00
573,individual,Sam Brown 573,BE,Dublin,131559.69,,,false,BB,BBB,291,1974-03-29,,,2020-02-14T22:25:48+00:00
574,corporate,Prime 574 GmbH,IT,Milan,,33563692.54,2150620.8,false,BB,AA,774,,1976-07-10,123,2020-09-10T00:52:37+00:00
575,individual,Luca Lopez 575,DE,Berlin,182711.22,,,false,BB,A,898,1993-01-06,,198,2020-06-12T02:49:46+00:00
576,individual,Ava Davis 576,FR,Paris,147888.35,,,false,CCC,BBB,333,1953-04-17,,95,2022-08-20T12:35:57+00:00
577,individual,Noah Meyer 577,IT,Milan,134776.47,,,false,BBB,BB,323,1972-05-24,,74,2024-05-28T04:50:38+00:00
578,individual,Chris Brown 578,FR,Paris,23226.93,,,false,CCC,AA,376,1967-11-22,,,2021-04-26T13:33:18+00:00
579,individual,Sam Martin 579,ES,Madrid,56828.43,,,false,BBB,AA,624,1947-03-02,,,2021-05-16T16:12:31+00:00
580,individual,Jordan Lopez 580,ES,Madrid,30919.53,,,false,AAA,AAA,297,1982-01-25,,275,2021-06-05T16:11:52+00:00
581,individual,Ava Anders 581,GB,London,215574.81,,,false,A,B,820,1997-06-11,,,2022-04-13T09:26:23+00:00
582,individual,Ava Martin 582,IE,Lisbon,88448.34,,,false,A,AAA,650,1961-02-04,,71,2018-07-18T12:47:12+00:00
583,individual,Jordan Anders 583,GB,London,87781.85,,,false,B,B,300,1957-12-17,,174,2018-07-16T07:19:27+00:00
584,individual,Luca Martin 584,IE,Lisbon,156381.5,,,false,BBB,AA,336,1992-07-07,,225,2024-09-19T03:07:37+00:00
585,individual,Taylor Anders 585,IT,Milan,217860.67,,,false,BBB,A,384,1989-01-30,,,2026-02-09T10:03:17+00:00
586,individual,Ava Smith 586,IT,Milan,176261.8,,,false,B,BB,603,1968-04-13,,,2020-04-30T17:41:41+00:00
587,corporate,Nordic 587 BV,US,New York,,13792833.14,1323882.7,false,CCC,B,766,,2020-09-20,228,2020-01-24T22:50:39+00:00
588,corporate,Nordic 588 SA,NL,Amsterdam,,9457947.83,839531.94,false,B,AAA,392,,2017-08-10,,2024-06-18T08:24:01+00:00
589,individual,Nina Smith 589,IE,Lisbon,177704.15,,,false,A,B,366,1974-11-27,,59,2018-07-04T16:33:02+00:00
590,individual,Sam Rossi 590,IT,Milan,203080.95,,,false,BB,BBB,428,1947-09-08,,,2025-03-15T16:52:31+00:00
591,individual,Maya Brown 591,US,New York,167296.39,,,false,B,B,533,1959-05-02,,54,2019-04-03T00:24:06+00:00
592,corporate,Aurora 592 GmbH,ES,Madrid,,32428465.58,7575105.77,false,BB,AAA,681,,1978-07-25,,2025-12-06T00:09:10+00:00
593,corporate,Prime 593 Inc,DE,Berlin,,1693398.7,335396.21,false,A,B,465,,1974-10-18,108,2019-07-10T21:46:30+00:00
594,corporate,Atlas 594 GmbH,US,New York,,17490953.16,4273707.35,false,CCC,BBB,825,,1990-12-06,168,2021-06-29T01:15:33+00:00
595,individual,Ava Martin 595,PT,Brussels,22140.28,,,false,B,AAA,777,1961-03-15,,,2018-05-24T18:11:41+00:00
596,individual,Maya Meyer 596,IT,Milan,213015.82,,,false,B,B,640,1972-11-12,,,2023-07-29T12:11:51+00:00
597,corporate,Prime 597 BV,NL,Amsterdam,,1094099.54,127014.84,false,BB,BBB,650,,1978-04-01,,2019-02-18T05:59:16+00:00
598,corporate,Prime 598 BV,NL,Amsterdam,,31420844.51,2949661.74,false,B,BB,847,,1990-04-14,,2024-12-26T00:24:32+00:00
599,individual,Sam Anders 599,ES,Madrid,133596.93,,,false,BB,B,288,1982-05-10,,,2024-10-30T20:18:06+00:00
600,individual,Sam Garcia 600,BE,Dublin,152401.45,,,false,CCC,BB,557,1993-10-21,,179,2024-12-01T03:07:14+00:00
601,corporate,Aurora 601 BV,FR,Paris,,18862557.57,4761944.57,false,BB,A,601,,1985-12-18,,2023-01-20T22:53:23+00:00
602,corporate,Prime 602 SA,IE,Lisbon,,33741368.7,6063670.91,false,A,B,386,,2023-06-20,,2018-03-12T11:37:36+00:00
603,corporate,Summit 603 GmbH,FR,Paris,,21278776.35,5161548.01,false,BBB,B,400,,2023-10-08,,2018-05-09T09:20:52+00:00
604,corporate,Prime 604 SA,FR,Paris,,22316930.71,5771978.35,false,BB,B,848,,2003-09-29,,2025-03-24T04:08:29+00:00
605,individual,Luca Rossi 605,PT,Brussels,174344.81,,,false,CCC,B,526,1964-09-29,,,2024-05-08T02:35:32+00:00
606,individual,Taylor Martin 606,GB,London,76206.75,,,false,B,A,875,1984-02-24,,,2022-10-12T21:26:35+00:00
607,corporate,Aurora 607 Ltd,BE,Dublin,,30108742.85,7626644.72,false,BBB,BBB,588,,1978-06-08,,2018-11-18T09:53:51+00:00
608,individual,Noah Lopez 608,DE,Berlin,207781.0,,,false,CCC,B,714,1949-08-14,,,2019-11-05T21:20:29+00:00
609,individual,Sam Smith 609,BE,Dublin,187884.31,,,false,BB,BBB,854,1987-01-16,,,2020-03-17T11:58:03+00:00
610,individual,Ava Lopez 610,PT,Brussels,80560.26,,,false,BB,AA,451,1972-11-29,,,2022-11-14T04:13:12+00:00
611,corporate,Prime 611 GmbH,IE,Lisbon,,29436090.28,4765966.38,false,B,BB,710,,2015-08-11,12,2018-12-15T08:20:02+00:00
612,individual,Luca Davis 612,PT,Brussels,107540.95,,,false,B,B,397,1992-02-21,,,2020-08-16T00:26:43+00:00
613,individual,Jordan Rossi 613,GB,London,133212.17,,,false,B,A,312,1973-05-23,,80,2023-07-14T23:58:43+00:00
614,individual,Jordan Smith 614,BE,Dublin,63103.93,,,false,BB,BB,281,1983-04-23,,6,2020-05-31T21:47:18+00:00
615,individual,Nina Garcia 615,NL,Amsterdam,124211.23,,,false,B,BB,644,1990-08-11,,,2020-12-10T08:32:48+00:00
616,corporate,Venture 616 BV,BE,Dublin,,19987072.82,2990718.57,false,CCC,A,898,,1994-12-13,,2020-01-27T21:09:34+00:00
617,individual,Noah Johnson 617,NL,Amsterdam,51234.55,,,false,A,A,859,1980-05-06,,,2025-03-02T16:31:13+00:00
618,individual,Luca Smith 618,DE,Berlin,44575.6,,,false,CCC,AA,762,1974-03-24,,197,2019-08-30T01:03:42+00:00
619,corporate,Venture 619 PLC,BE,Dublin,,17565045.19,1710355.35,false,CCC,B,368,,2016-11-06,199,2024-11-12T04:57:33+00:00
620,individual,Luca Davis 620,GB,London,124388.41,,,false,A,BBB,453,1988-12-30,,,2020-12-21T22:40:33+00:00
621,individual,Ava Rossi 621,ES,Madrid,59726.31,,,false,A,AA,796,1961-09-15,,,2021-03-19T01:34:11+00:00
622,individual,Sam Anders 622,NL,Amsterdam,82296.24,,,false,BBB,B,614,2000-11-19,,,2018-01-03T04:35:07+00:00
623,corporate,Atlas 623 Ltd,PT,Brussels,,15202084.14,2855145.59,false,AA,AA,496,,2022-04-06,86,2020-04-06T04:25:55+00:00
624,corporate,Atlas 624 PLC,GB,London,,154667.89,34294.44,false,BB,AA,480,,2020-07-12,252,2025-05-03T22:10:11+00:00
625,individual,Jordan Anders 625,FR,Paris,53487.75,,,false,BBB,B,449,1956-11-29,,,2020-02-25T02:22:36+00:00
626,individual,Maya Smith 626,IT,Milan,45192.45,,,false,A,AAA,592,1977-09-18,,49,2019-11-10T21:25:13+00:00
627,corporate,Atlas 627 GmbH,GB,London,,27098760.08,6288767.07,false,AA,B,496,,2018-11-08,77,2018-05-02T20:48:08+00:00
628,individual,Luca Davis 628,GB,London,202455.75,,,false,BBB,AA,543,1977-09-07,,,2024-04-02T02:38:35+00:00
629,corporate,Summit 629 GmbH,GB,London,,21434967.97,1947301.42,false,BB,BB,367,,2018-07-19,,2022-04-19T05:37:19+00:00
630,individual,Ava Brown 630,US,New York,145957.43,,,false,AAA,A,813,1960-12-18,,,2021-08-03T00:58:14+00:00
631,individual,Noah Martin 631,FR,Paris,38559.19,,,false,BBB,BB,289,1970-11-18,,218,2019-05-30T05:56:45+00:00
632,corporate,Summit 632 Inc,FR,Paris,,17940646.16,3247429.21,false,AA,A,385,,2017-11-16,,2024-06-23T00:11:12+00:00
633,individual,Nina Garcia 633,BE,Dublin,213679.53,,,false,BBB,AA,664,1997-05-17,,,2020-03-05T19:19:39+00:00
634,individual,Chris Martin 634,BE,Dublin,77916.25,,,false,BB,BBB,708,1982-08-27,,,2024-09-13T18:03:44+00:00
635,individual,Alex Davis 635,IE,Lisbon,94019.18,,,false,BB,B,409,1949-05-23,,,2020-09-17T01:24:32+00:00
636,corporate,Aurora 636 Inc,ES,Madrid,,25835506.97,788345.48,false,AA,AAA,683,,2009-01-24,,2023-08-02T19:35:10+00:00
637,individual,Maya Garcia 637,US,New York,81652.18,,,false,AA,AA,319,1958-08-20,,,2020-04-27T05:06:40+00:00
638,corporate,Prime 638 SA,NL,Amsterdam,,29340405.83,2192373.33,false,CCC,AA,652,,2024-02-14,247,2020-02-29T16:38:05+00:00
639,corporate,Nordic 639 BV,ES,Madrid,,5836367.52,1026883.01,false,CCC,A,315,,1980-11-12,159,2018-12-06T16:57:02+00:00
640,individual,Alex Rossi 640,GB,London,172059.21,,,false,AAA,AAA,738,1969-05-23,,60,2025-09-23T22:51:41+00:00
641,individual,Noah Brown 641,BE,Dublin,202281.78,,,false,B,AAA,359,1969-10-01,,,2022-04-19T00:18:48+00:00
642,individual,Chris Martin 642,NL,Amsterdam,99489.88,,,false,B,BB,549,1981-03-01,,,2018-01-08T18:56:58+00:00
643,individual,Jordan Johnson 643,DE,Berlin,170741.19,,,false,BBB,A,296,1991-01-11,,167,2021-01-04T11:39:35+00:00
644,individual,Sam Brown 644,BE,Dublin,50912.11,,,false,BB,A,637,1972-11-25,,,2024-08-17T11:45:59+00:00
645,individual,Nina Lopez 645,ES,Madrid,175711.6,,,false,CCC,BBB,518,1980-04-13,,226,2018-10-18T17:41:06+00:00
646,corporate,Summit 646 Inc,BE,Dublin,,4142372.56,973931.08,false,BB,A,637,,2025-11-28,266,2025-01-24T00:55:34+00:00
647,individual,Jordan Rossi 647,ES,Madrid,123731.25,,,false,B,AA,314,1994-09-14,,,2021-08-09T12:45:15+00:00
648,individual,Sam Lopez 648,US,New York,131680.15,,,false,BB,A,520,1948-01-24,,,2025-04-20T13:43:51+00:00
649,individual,Alex Rossi 649,PT,Brussels,119461.2,,,false,CCC,A,583,1981-10-05,,87,2025-09-25T12:59:29+00:00
650,individual,Ava Garcia 650,DE,Berlin,173996.0,,,false,B,AA,311,1981-05-27,,,2021-06-22T06:00:46+00:00
651,individual,Maya Anders 651,IT,Milan,123350.78,,,false,BBB,BBB,567,1991-04-28,,,2025-11-22T14:07:00+00:00
652,individual,Maya Brown 652,BE,Dublin,193300.57,,,false,CCC,B,601,1958-03-23,,124,2022-08-02T00:08:10+00:00
653,corporate,Summit 653 Inc,PT,Brussels,,6166860.73,218055.99,false,BB,AA,723,,2000-04-15,8,2018-09-27T07:18:10+00:00
654,individual,Sam Rossi 654,PT,Brussels,160466.94,,,false,B,B,825,1975-01-29,,,2024-04-06T16:57:49+00:00
655,individual,Taylor Rossi 655,DE,Berlin,170367.35,,,false,AA,BBB,436,1984-08-21,,,2023-06-11T12:53:53+00:00
656,corporate,Summit 656 Inc,FR,Paris,,14895140.17,1578377.07,false,BBB,AA,349,,1974-10-09,,2020-07-02T11:40:12+00:00
657,individual,Chris Brown 657,DE,Berlin,213211.35,,,false,CCC,BB,817,1967-07-09,,81,2020-11-14T17:30:58+00:00
658,individual,Alex Rossi 658,DE,Berlin,129335.92,,,false,BBB,B,474,1990-10-31,,161,2021-04-29T22:50:48+00:00
659,individual,Maya Garcia 659,PT,Brussels,58281.13,,,false,A,BBB,736,1953-09-19,,,2023-02-06T04:56:36+00:00
660,individual,Noah Anders 660,GB,London,88551.58,,,false,A,BB,314,1987-05-08,,297,2023-01-17T05:20:52+00:00
661,individual,Luca Smith 661,IT,Milan,134773.3,,,false,AA,A,468,1973-05-15,,1,2021-12-24T06:27:28+00:00
662,individual,Sam Martin 662,FR,Paris,170838.34,,,false,BBB,AAA,540,1949-11-12,,283,2020-07-04T20:17:06+00:00
663,individual,Nina Martin 663,BE,Dublin,43629.95,,,false,A,B,533,1994-09-09,,270,2022-03-16T16:22:51+00:00
664,corporate,Summit 664 PLC,DE,Berlin,,27017325.31,4216935.11,false,B,AA,300,,2016-06-16,,2018-11-29T04:00:01+00:00
665,corporate,Pinnacle 665 BV,BE,Dublin,,23145172.41,6282765.95,false,BB,BBB,304,,2003-06-11,30,2025-05-24T10:28:00+00:00
666,corporate,Nordic 666 GmbH,ES,Madrid,,4505296.74,941534.24,false,AA,A,780,,1997-05-27,242,2020-12-04T19:22:52+00:00
667,individual,Jordan Garcia 667,FR,Paris,190559.06,,,false,BB,BB,402,1982-04-11,,,2024-04-25T03:08:07+00:00
668,individual,Luca Lopez 668,BE,Dublin,167972.57,,,false,BB,AAA,483,1975-12-06,,70,2020-06-27T17:53:47+00:00
669,individual,Taylor Johnson 669,BE,Dublin,66283.0,,,false,A,A,661,1954-01-14,,8,2023-01-16T05:29:45+00:00
670,individual,Taylor Brown 670,IE,Lisbon,73755.74,,,false,B,AAA,282,2002-10-23,,52,2022-03-05T16:54:40+00:00
671,individual,Nina Garcia 671,GB,London,173586.54,,,false,A,B,746,1957-07-05,,,2023-12-07T03:51:13+00:00
672,corporate,Pinnacle 672 Ltd,DE,Berlin,,17450402.82,720430.77,false,B,A,577,,1977-01-31,,2022-05-06T03:46:26+00:00
673,corporate,Atlas 673 PLC,NL,Amsterdam,,25501673.03,4791230.41,false,B,BB,862,,1989-01-11,220,2021-04-05T08:10:05+00:00
674,individual,Luca Brown 674,BE,Dublin,127204.96,,,false,B,AA,401,2000-05-06,,,2020-01-22T21:43:09+00:00
675,individual,Chris Meyer 675,ES,Madrid,82992.69,,,false,BB,AA,770,1988-05-09,,210,2025-02-14T10:50:02+00:00
676,individual,Luca Meyer 676,PT,Brussels,25368.29,,,false,B,BBB,767,1976-09-29,,256,2020-03-26T04:10:51+00:00
677,individual,Nina Smith 677,GB,London,79833.3,,,false,BBB,AA,636,1978-09-30,,198,2026-01-14T23:53:15+00:00
678,individual,Noah Anders 678,US,New York,138648.53,,,false,B,AA,722,1974-10-31,,135,2022-05-01T05:33:31+00:00
679,corporate,Venture 679 SA,US,New York,,7022682.72,346200.02,false,AA,B,563,,1986-11-02,,2020-07-10T15:50:33+00:00
680,individual,Ava Rossi 680,FR,Paris,48694.44,,,false,AAA,AAA,380,1962-10-17,,296,2018-07-12T10:52:13+00:00
681,individual,Jordan Lopez 681,GB,London,167710.0,,,false,BBB,BB,464,1954-01-09,,,2020-05-15T04:11:39+00:00
682,individual,Alex Martin 682,FR,Paris,182088.58,,,false,A,BBB,735,1958-04-20,,44,2022-06-07T12:52:07+00:00
683,individual,Maya Garcia 683,US,New York,51614.32,,,false,B,AAA,401,1951-10-19,,,2022-08-27T02:30:03+00:00
